return_id,scenario_id,scenario_description,order_item_id,order_id,user_id,product_id,requested_at,reason,customer_comment,responsibility,status,assessment_at,source_type,source_table,source_record_id,generator_version,seed,anchor_sale_price,anchor_product_cost,customer_historical_return_count,usage_context,network_context
RTN-S04-001,S04,Wrong item shipped,360,248,189,2413,2026-08-21T20:59:59+00:00,wrong_item_shipped,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,360,rg-synth-v1.0.2,20260903,117.98999786376952,59.702938815334285,0,,
RTN-S04-002,S04,Wrong item shipped,1104,758,588,27980,2026-08-24T11:59:59+00:00,wrong_item_shipped,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1104,rg-synth-v1.0.2,20260903,40.72999954223633,24.030699799715727,0,,
RTN-S04-003,S04,Wrong item shipped,1150,791,618,1182,2026-08-24T05:59:59+00:00,wrong_item_shipped,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1150,rg-synth-v1.0.2,20260903,49.59000015258789,22.216320026701148,0,,
RTN-S04-004,S04,Wrong item shipped,1211,834,658,27407,2026-08-23T12:59:59+00:00,wrong_item_shipped,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1211,rg-synth-v1.0.2,20260903,34.97999954223633,20.8130997836642,0,,
RTN-S05-001,S05,High-value legitimate return,120,85,54,20568,2026-08-21T08:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,120,rg-synth-v1.0.2,20260903,424.5,164.2814992535859,0,,
RTN-S05-002,S05,High-value legitimate return,1128,776,603,3681,2026-08-26T05:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1128,rg-synth-v1.0.2,20260903,267.989990234375,123.27539524824395,0,,
RTN-S05-003,S05,High-value legitimate return,391,271,210,8528,2026-08-22T21:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,391,rg-synth-v1.0.2,20260903,265.0,109.71000021323562,0,,
RTN-S05-004,S05,High-value legitimate return,1201,826,650,1425,2026-08-23T16:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1201,rg-synth-v1.0.2,20260903,319.0,129.19499919191003,0,,
RTN-S06-001,S06,Empty box / missing item,565,387,300,23323,2026-08-21T22:59:59+00:00,missing_item,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,565,rg-synth-v1.0.2,20260903,69.0,33.258000053465366,0,,
RTN-S06-002,S06,Empty box / missing item,291,198,149,20090,2026-08-23T20:59:59+00:00,missing_item,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,291,rg-synth-v1.0.2,20260903,178.0,63.18999941647053,0,,
RTN-S06-003,S06,Empty box / missing item,882,610,481,20980,2026-08-22T11:59:59+00:00,missing_item,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,882,rg-synth-v1.0.2,20260903,94.94999694824217,52.69724827797711,0,,
RTN-S06-004,S06,Empty box / missing item,1049,721,559,1939,2026-08-25T20:59:59+00:00,missing_item,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1049,rg-synth-v1.0.2,20260903,63.9900016784668,30.267270838492102,1,,
RTN-S06-005,S06,Empty box / missing item,169,120,80,22956,2026-08-22T16:59:59+00:00,missing_item,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,169,rg-synth-v1.0.2,20260903,55.0,27.994999978691336,0,,
RTN-S07-001,S07,Serial/product swap,803,553,443,6201,2026-08-23T15:59:59+00:00,not_as_described,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,803,rg-synth-v1.0.2,20260903,128.0,73.85600018501282,0,,
RTN-S07-002,S07,Serial/product swap,1281,881,698,3736,2026-08-22T16:59:59+00:00,not_as_described,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1281,rg-synth-v1.0.2,20260903,58.9900016784668,27.489340783044547,0,,
RTN-S07-003,S07,Serial/product swap,676,461,365,23825,2026-08-22T20:59:59+00:00,not_as_described,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,676,rg-synth-v1.0.2,20260903,134.9499969482422,56.004248864229766,0,,
RTN-S07-004,S07,Serial/product swap,1147,788,612,4504,2026-08-23T16:59:59+00:00,not_as_described,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1147,rg-synth-v1.0.2,20260903,169.0,91.59799986495635,0,,
RTN-S07-005,S07,Serial/product swap,614,415,328,23784,2026-08-21T20:59:59+00:00,not_as_described,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,614,rg-synth-v1.0.2,20260903,575.0,243.2250002399087,0,,
RTN-S08-001,S08,Missing accessories/components,370,254,195,8231,2026-08-25T20:59:59+00:00,missing_accessories,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,370,rg-synth-v1.0.2,20260903,196.17999267578125,122.4163157629448,0,,
RTN-S08-002,S08,Missing accessories/components,902,620,489,19877,2026-08-21T23:59:59+00:00,missing_accessories,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,902,rg-synth-v1.0.2,20260903,104.5,39.60549987386912,0,,
RTN-S08-003,S08,Missing accessories/components,625,422,334,21196,2026-08-26T20:59:59+00:00,missing_accessories,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,625,rg-synth-v1.0.2,20260903,86.11000061035155,48.47993027048901,2,,
RTN-S08-004,S08,Missing accessories/components,486,335,260,20340,2026-08-25T17:59:59+00:00,missing_accessories,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,486,rg-synth-v1.0.2,20260903,197.3699951171875,76.57955779077724,0,,
RTN-S09-001,S09,False damage claim / conflicting visual evidence,1163,800,626,8843,2026-08-23T18:59:59+00:00,damaged,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1163,rg-synth-v1.0.2,20260903,339.0,163.05899957567453,0,,
RTN-S09-002,S09,False damage claim / conflicting visual evidence,1319,906,719,4988,2026-08-24T21:59:59+00:00,damaged,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1319,rg-synth-v1.0.2,20260903,98.0,54.487999986857176,0,,
RTN-S09-003,S09,False damage claim / conflicting visual evidence,530,359,276,1430,2026-08-22T20:59:59+00:00,damaged,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,530,rg-synth-v1.0.2,20260903,55.56999969482422,23.172689841275517,0,,
RTN-S09-004,S09,False damage claim / conflicting visual evidence,346,237,181,28692,2026-08-23T15:59:59+00:00,damaged,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,346,rg-synth-v1.0.2,20260903,128.0,52.73599982261658,0,,
RTN-S10-001,S10,Wardrobing / repeated short-duration usage pattern,738,505,397,23073,2026-08-23T21:59:59+00:00,changed_mind,Worn briefly; returning after a short use period.,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,738,rg-synth-v1.0.2,20260903,25.0,13.324999995529652,0,"{""synthetic"": true, ""usage_days"": 3, ""repeat_pattern"": ""short_duration_repeat_return""}",
RTN-S10-002,S10,Wardrobing / repeated short-duration usage pattern,230,158,114,18950,2026-08-22T07:59:59+00:00,changed_mind,Worn briefly; returning after a short use period.,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,230,rg-synth-v1.0.2,20260903,26.13999938964844,12.521059715042412,0,"{""synthetic"": true, ""usage_days"": 3, ""repeat_pattern"": ""short_duration_repeat_return""}",
RTN-S10-003,S10,Wardrobing / repeated short-duration usage pattern,728,499,391,10616,2026-08-22T20:59:59+00:00,changed_mind,Worn briefly; returning after a short use period.,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,728,rg-synth-v1.0.2,20260903,13.989999771118164,7.442679870182816,0,"{""synthetic"": true, ""usage_days"": 3, ""repeat_pattern"": ""short_duration_repeat_return""}",
RTN-S10-004,S10,Wardrobing / repeated short-duration usage pattern,384,265,204,21200,2026-08-23T07:59:59+00:00,changed_mind,Worn briefly; returning after a short use period.,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,384,rg-synth-v1.0.2,20260903,65.0,34.05999995302409,0,"{""synthetic"": true, ""usage_days"": 3, ""repeat_pattern"": ""short_duration_repeat_return""}",
RTN-S10-005,S10,Wardrobing / repeated short-duration usage pattern,922,636,497,8786,2026-08-24T10:59:59+00:00,changed_mind,Worn briefly; returning after a short use period.,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,922,rg-synth-v1.0.2,20260903,225.0,96.74999993294477,0,"{""synthetic"": true, ""usage_days"": 2, ""repeat_pattern"": ""short_duration_repeat_return""}",
RTN-S11-001,S11,Coordinated abuse / correlated cases,583,395,307,15228,2026-08-26T21:59:59+00:00,changed_mind,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,583,rg-synth-v1.0.2,20260903,12.5,4.975000023841858,0,,"{""synthetic_correlated_behavior"": true, ""anchor_user_id"": 307, ""related_user_id"": 53279, ""shared_ip_hash"": ""2b36958268370c7ed1edc4f2baa37cef"", ""note"": ""Shared IP alone is weak evidence; corroboration is required.""}"
RTN-S11-002,S11,Coordinated abuse / correlated cases,1054,725,561,10650,2026-08-22T04:59:59+00:00,changed_mind,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1054,rg-synth-v1.0.2,20260903,15.989999771118164,9.002369857558161,0,,"{""synthetic_correlated_behavior"": true, ""anchor_user_id"": 561, ""related_user_id"": 97319, ""shared_ip_hash"": ""bfaa3f6af9897f9f9c4bffd1c1f2d841"", ""note"": ""Shared IP alone is weak evidence; corroboration is required.""}"
RTN-S11-003,S11,Coordinated abuse / correlated cases,238,162,115,3796,2026-08-22T12:59:59+00:00,changed_mind,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,238,rg-synth-v1.0.2,20260903,45.0,21.959999911487103,0,,"{""synthetic_correlated_behavior"": true, ""anchor_user_id"": 115, ""related_user_id"": 7583, ""shared_ip_hash"": ""a4362edf506fe81fd33f978812b5b1df"", ""note"": ""Shared IP alone is weak evidence; corroboration is required.""}"
RTN-S11-004,S11,Coordinated abuse / correlated cases,752,516,410,8935,2026-08-21T21:59:59+00:00,changed_mind,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,752,rg-synth-v1.0.2,20260903,7.0,2.8769999891519547,0,,"{""synthetic_correlated_behavior"": true, ""anchor_user_id"": 410, ""related_user_id"": 57159, ""shared_ip_hash"": ""a053572e657637ed937765e1b207cf5e"", ""note"": ""Shared IP alone is weak evidence; corroboration is required.""}"
RTN-S11-005,S11,Coordinated abuse / correlated cases,356,244,188,15122,2026-08-22T14:59:59+00:00,changed_mind,,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,356,rg-synth-v1.0.2,20260903,15.899999618530272,6.232799865153432,1,,"{""synthetic_correlated_behavior"": true, ""anchor_user_id"": 188, ""related_user_id"": 28403, ""shared_ip_hash"": ""76adbcab7888707b6e06d9002e7470b4"", ""note"": ""Shared IP alone is weak evidence; corroboration is required.""}"
RTN-S12-001,S12,Product-quality issue,269,185,135,24767,2026-08-22T09:59:59+00:00,defective,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,269,rg-synth-v1.0.2,20260903,17.950000762939453,10.985400495538862,0,,
RTN-S12-002,S12,Product-quality issue,737,504,396,20789,2026-08-24T05:59:59+00:00,defective,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,737,rg-synth-v1.0.2,20260903,36.9900016784668,19.90062089226685,0,,
RTN-S12-003,S12,Product-quality issue,199,137,90,13389,2026-08-25T14:59:59+00:00,defective,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,199,rg-synth-v1.0.2,20260903,195.0,88.14000064507127,0,,
RTN-S12-004,S12,Product-quality issue,983,678,526,15241,2026-08-25T19:59:59+00:00,defective,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,983,rg-synth-v1.0.2,20260903,8.989999771118164,4.656819874473214,0,,
RTN-S12-005,S12,Product-quality issue,364,250,191,19603,2026-08-26T06:59:59+00:00,defective,,merchant_fault,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,364,rg-synth-v1.0.2,20260903,49.970001220703125,24.835090605386384,0,,
RTN-S13-001,S13,High-cost legitimate return,621,421,332,14115,2026-08-23T21:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,621,rg-synth-v1.0.2,20260903,10.989999771118164,4.879559879379869,0,,
RTN-S13-002,S13,High-cost legitimate return,810,558,447,19966,2026-08-22T12:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,810,rg-synth-v1.0.2,20260903,84.20999908447266,30.23138945047617,0,,
RTN-S13-003,S13,High-cost legitimate return,695,473,374,3281,2026-08-23T14:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,695,rg-synth-v1.0.2,20260903,10.029999732971191,4.824429859004617,0,,
RTN-S13-004,S13,High-cost legitimate return,913,628,493,14373,2026-08-25T13:59:59+00:00,changed_mind,,customer_discretionary,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,913,rg-synth-v1.0.2,20260903,160.0,73.12000036239624,0,,
RTN-S14-001,S14,Mixed / ambiguous evidence,279,190,142,11812,2026-08-22T12:59:59+00:00,damaged,Claim and physical evidence are not fully consistent; manual review required.,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,279,rg-synth-v1.0.2,20260903,10.880000114440918,5.722880050833226,0,,
RTN-S14-002,S14,Mixed / ambiguous evidence,942,650,506,15805,2026-08-26T11:59:59+00:00,damaged,Claim and physical evidence are not fully consistent; manual review required.,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,942,rg-synth-v1.0.2,20260903,3.990000009536743,2.1306600124651194,0,,
RTN-S14-003,S14,Mixed / ambiguous evidence,1132,779,606,189,2026-08-24T04:59:59+00:00,damaged,Claim and physical evidence are not fully consistent; manual review required.,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,1132,rg-synth-v1.0.2,20260903,25.0,14.12499996367842,0,,
RTN-S14-004,S14,Mixed / ambiguous evidence,146,100,71,28994,2026-08-23T04:59:59+00:00,damaged,Claim and physical evidence are not fully consistent; manual review required.,unknown,REQUESTED,2026-09-02T23:59:59+00:00,synthetic_demo,bigquery-public-data.thelook_ecommerce.order_items,146,rg-synth-v1.0.2,20260903,55.0,19.304999988526102,0,,
